IssueID,Title,Title_Description,FixedByID,PullRequestID
35274,Roslyn does not warn about mismatching nullability in method group conversions unless qualifier type is specified explicitly,"Roslyn does not warn about mismatching nullability in method group conversions unless qualifier type is specified explicitly **Version Used**: 

Branch master (25 Apr 2019)
Latest commit 95f137 by Gen Lu:
Merge pull request #35245 from genlu/FixMockEx",cston,35601
35434,Avoid caching VS completion item,"Avoid caching VS completion item Due to several reasons:

1. VS item holds a reference to CompletionSource, which holds a references to ITextView. We don't want to keep it alive. Also we have no control on how CompletionSource is used by Editor, so ther",genlu,35616
35525,Improve discoverability of code refactorings,"Improve discoverability of code refactorings A bunch of recent customer surveys done by @kendrahavens identified that quite a few customers find our refactorings to be not discoverable. The refactorings that they requested were already implemented by us,",petrroll,37272
35525,Improve discoverability of code refactorings,"Improve discoverability of code refactorings A bunch of recent customer surveys done by @kendrahavens identified that quite a few customers find our refactorings to be not discoverable. The refactorings that they requested were already implemented by us,",petrroll,37196
35614,Committing unimorted type item doesn't add the missing using directive,"Committing unimorted type item doesn't add the missing using directive ",genlu,35616
36562,existing code loaded everyone in VS who MEF exported ITableColumnDefi…,existing code loaded everyone in VS who MEF exported ITableColumnDefi… …nition. now we make sure we only load one that we care,mavasani,38835
36643,Questionable IDE0067 when awaiting class-member Task containing IDisposable,"Questionable IDE0067 when awaiting class-member Task containing IDisposable **Version Used**: 
16.2.0 Preview 2.0

**Steps to Reproduce**:

```csharp
using System.IO;
using System.Threading.Tasks;

public class C
{
    private readonly Task<Fil",mavasani,37250
36709,Make IRecursivePatternOperation public,"Make IRecursivePatternOperation public Fixes #35843",mavasani,37117
36866,Remove reflection now that IRecursivePatternOperation is public,"Remove reflection now that IRecursivePatternOperation is public See https://github.com/dotnet/roslyn/pull/36709#discussion_r296939885

We should remove this IDE reflection based hack that was added for this API: http://source.roslyn.io/#Microsoft.CodeAn",mavasani,37117
36930,Disable code formatting for some part of code by using specific comments/region,"Disable code formatting for some part of code by using specific comments/region VSF_TYPE_MARKDOWNOther IDEs have this feature for long. Would like to have an option where the formatting for code is disabled between 2 comments like below

```csharp
// @",sharwell,38627
37038,"Completion for ""Show items from unimported namespaces"" within a using alias results in unbuildable code","Completion for ""Show items from unimported namespaces"" within a using alias results in unbuildable code Using aliases need to full specify types used as generic arguments. ""Show items from unimported namespaces"" is unaware of that and attempts to add a us",genlu,37290
3705,Exclude files or folder from running through the analyzers through a configuration file.,"Exclude files or folder from running through the analyzers through a configuration file. Hi,

we have a lot of generated files that trigger warnings, errors when analyzers run them.
since the file name of the generated files do not follow the common na",mavasani,40330
37065,IDE0068 Triggers invalidly for awaited disposables already in a using,"IDE0068 Triggers invalidly for awaited disposables already in a using **Version Used**: VS 16.2 Preview 3

**Steps to Reproduce**:
This code will trigger IDE0068:
```c#
using (var conn = await GetConnectionAsync())
{
    return await conn.ExecuteAs",mavasani,37250
37196,Move some ComputeRefactoringsAsync to common helpers 3/n,Move some ComputeRefactoringsAsync to common helpers 3/n Continuation of work on #35525 and #35180,petrroll,37272
37224,"Intellisense not listing ""T"" when starting to write a ref return method","Intellisense not listing ""T"" when starting to write a ref return method **Version Used**: 
VS16.1.6

**Steps to Reproduce**:

1. Inside a C# class, type `ref Span<T>`

**Expected Behavior**:

`ref Span<T>`

**Actual Behavior**:

`ref Span<Thr",diryboy,37323
37236,Syntax kinds service cleanup,"Syntax kinds service cleanup Based on #37196 (only last commit is new).",petrroll,37272
37268,"Intellisense not listing ""T"" when starting to write a qualified return type","Intellisense not listing ""T"" when starting to write a qualified return type **Version Used**: 16.2 Preview 3

:link: Found while reviewing #37224

**Steps to Reproduce**:

1. Inside a C# class, type `System.Span<T>`

**Expected Behavior**:

`Sys",diryboy,37323
37361,SpeculativeT completion does not support tuples.,"SpeculativeT completion does not support tuples. This is found during review of #37323

**Version Used**:
VS16.2 

**Steps to Reproduce**:

1. Inside a C# class, type `(T `

**Expected Behavior**:

`(T )`

**Actual Behavior**:

`(ThreadStat",diryboy,37323
37382,Symbol Comparisons should not use default Equals,"Symbol Comparisons should not use default Equals As part of #37247 we changed the default equals to ignore nullability. 

We changed everywhere that change broke to be explicit comparisons, but in reality we should change all of the usages in our code b",chsienki,37247
37383,"Substituted symbols should override Equals(ISymbol, TypeComparisonKind)","Substituted symbols should override Equals(ISymbol, TypeComparisonKind) In #37247 we updated `TypeSymbol` and `SubstituedMethodSymbol` to consider the compare kind when comparing for equality.

We should additionally light up other symbol types that can",chsienki,37247
37523,Intellisense for using static adds an import rather than a full qualification,"Intellisense for using static adds an import rather than a full qualification **Version Used**: VS 16.3 preview 1

**Steps to Reproduce**:

![usingStatic](https://user-images.githubusercontent.com/29174528/62006252-19c1ea80-b136-11e9-814d-cd33a63ecd22",genlu,37290
37802,Add Containing Type and Containing Member columns to FAR,"Add Containing Type and Containing Member columns to FAR Fixes #34336 

This PR adds 2 new columns to the FAR window: Containing Type and Containing Member.  
![GroupByContaining](https://user-images.githubusercontent.com/25776963/64829257-7fe8bc80-d58",mavasani,38835
38069,Generated Equals(T) method has pointless [AllowNull] when T is a value type,"Generated Equals(T) method has pointless [AllowNull] when T is a value type **Version Used**: Visual Studio 16.2.2

Generate equality members for:

```cs
struct Foo
{
    public int Bar { get; }
}
```

Result:

```cs
    public bool Equals([",jnm2,39249
38224,IDE0055 incorrectly indents with intermixed comment styles,"IDE0055 incorrectly indents with intermixed comment styles **Version Used**: 
3.3.0-beta3-19415-01+f5ba9f2c61a2fe853dc4913888d40df221539147

**Steps to Reproduce**:
```C#
using System;
using System.Runtime.InteropServices;

class Program
{
    s",sharwell,38906
38587,Consider suppressing the formatter when IDE0055 is suppressed,"Consider suppressing the formatter when IDE0055 is suppressed **Version Used**: 16.3 Preview 3

**Steps to Reproduce**:

Run **Format Document** on a file containing the following:

```csharp
#pragma warning suppress IDE0055 // Fix formatting
int",sharwell,38627
38771,Switch expression conversion creates broken code due to unspecific var return,Switch expression conversion creates broken code due to unspecific var return _This issue has been moved from [a ticket on Developer Community](https://developercommunity.visualstudio.com/content/problem/725942/switch-expression-conversion-creates-broken-,allisonchou,39393
38801,"Test plan for ""local function attributes""","Test plan for ""local function attributes"" Championed issue: dotnet/csharplang#1888

- [ ] Specification checked in to `csharplang`.
- [x] attribute on declaration
- [x] attributes on declaration are emitted
- [x] attribute on return type
- [x] attri",RikkiGibson,41847
39051,Add API for marking a syntax tree as generated,Add API for marking a syntax tree as generated Provides API to fix #3705.,mavasani,40330
39171,"switch expression ""no best type found"" conflicts with IDE0007 C# use 'var' instead of explicit type","switch expression ""no best type found"" conflicts with IDE0007 C# use 'var' instead of explicit type _This issue has been moved from [a ticket on Developer Community](https://developercommunity.visualstudio.com/content/problem/759620/switch-expression-no-b",allisonchou,39393
39220,Roslyn doesn't handle inferred nullability in the presence of `goto`.,"Roslyn doesn't handle inferred nullability in the presence of `goto`. **Version Used**: 
```
Branch master (23 Sep 2019)
Latest commit 89b4f60 by Charles Stoner:
Allow conversion of collection initializer Add extension method this arg (#38732)
```
",gafter,39301
39243,'Generate Equals' does not annotate Equals(T) to allow nulls and causes CS8604,"'Generate Equals' does not annotate Equals(T) to allow nulls and causes CS8604 **Version Used**: 16.4p1

In .NET Core 3.0, `IEquatable.Equals` is annotated to accept a nullable parameter:

```cs
    public interface IEquatable<T>
    {
        bool",jnm2,39249
39297,NullableWalker violates invariants of slot and slot parents,"NullableWalker violates invariants of slot and slot parents I tried adding the following assertion

``` c#
                HashSet<DiagnosticInfo> discardedUseSiteDiagnostics = null;
                Debug.Assert(
                    symbol.Kind != Sy",gafter,39301
39363,IDE0047 Remove unnecessary parentheses fails to appear for switch expressions,"IDE0047 Remove unnecessary parentheses fails to appear for switch expressions **Version Used**: 16.4.0 P1

**Steps to Reproduce**:
1. Have a switch expression that contains unnecessary parentheses.
2. Pull up code fixes menu.

![switchbug](https://u",allisonchou,39393
39914,Move to new API for GetSuggestedActions,Move to new API for GetSuggestedActions Editor team recently added a new GetSuggestedActions API overload that allows providing a more detailed operation scope message. This PR moves us to that API for Roslyn suggested actions. We now display the name of,mavasani,40274
40066,Suggestion to replace ToString at end of interpolation expression with colon and format code,"Suggestion to replace ToString at end of interpolation expression with colon and format code I see this now and then:

```cs
_ = $""...{foo.ToString(""bar"")}..."";
```

The `.ToString(""` and `"")` spans (or maybe just the `ToString` token?) should be fa",jnm2,41845
40188,Extract method does not respect .editorconfig settings,"Extract method does not respect .editorconfig settings **Version Used**: 16.4.0 Preview 6.0

**Steps to Reproduce**:

1. Have .editorconfig containing ```csharp_style_expression_bodied_methods = true:silent```
2. With the following code:
```
class",allisonchou,40284
40206,"Revert ""Move to new API for GetSuggestedActions""","Revert ""Move to new API for GetSuggestedActions"" Reverts dotnet/roslyn#39914

This PR broke DDRITs, likely from upgrading to newer package versions. Reverting to unblock insertion.",mavasani,40274
40214,ExtractLocalFunction: code style for naming local functions isn't respected,"ExtractLocalFunction: code style for naming local functions isn't respected Currently, if you extract a block of code to a local function, the local function will be named using PascalCase convention, instead of honoring the user's preference.",allisonchou,40284
40326,Compiler crash when using ranges in Expression<Func<>>,"Compiler crash when using ranges in Expression<Func<>> Code which creates an expression using the range syntax causes a compiler crash.

```csharp
        public static Expression<Func<string, bool>> CreateCrashingExpression()
        {
            /",agocke,42011
4137,VB partial type completion is incorrect for generic types when commit with parenthesis,"VB partial type completion is incorrect for generic types when commit with parenthesis Consider the following code:

``` VB
Partial Class C(Of T)
End Class

Partial Class $$
```

At the $$, the completion list should show ""C(Of T)"". When completi",lorcanmooney,12092
41682,"Compiler crash on C# 8.0 ""from end"" index expression in expression tree lambda","Compiler crash on C# 8.0 ""from end"" index expression in expression tree lambda **Version Used**: Microsoft (R) Visual C# Compiler version 3.4.0-beta2-19469-01 (587dad3d)

**Steps to Reproduce**:

Compile the following using 8.0:

```csharp
using Sy",agocke,42011
41826,Simplify interpolation does the wrong thing 16.5.0 preview 2,"Simplify interpolation does the wrong thing 16.5.0 preview 2 _This issue has been moved from [a ticket on Developer Community](https://developercommunity.visualstudio.com/content/problem/919342/simplify-interpolation-does-the-wrong-thing-1650-p.html)._
",jnm2,41845
42019,Move ISyntaxKindsService language service in shared layer,"Move ISyntaxKindsService language service in shared layer Split `ISyntaxKindsService` into two parts:

1. `ISyntaxKinds`: Pure data query interface, which already exists in CompilerExtensions shared project and can be used by analyzers. This is just ren",mavasani,42015
4604,Allow collection of C#/VB command line without actually compiling,"Allow collection of C#/VB command line without actually compiling For design-time builds that seek to initialize the language service the command line is all we need. 
This change makes the command line arguments available to other MSBuild targets or (mo",jasonmalinowski,8362
4669,History in interactive window should not cycle,History in interactive window should not cycle It should stop when it reaches 1st item in the history list and user tries to go to previous and similarly when it is at the last item and user tries to go to next. This is the behavior in command window too.,ManishJayaswal,4911
4828,Compiler emits invalid MSIL,"Compiler emits invalid MSIL I have a problem with the compiler in VS2015. The following code will crash the application with an InvalidProgramException. (But only if /optimize+ is passed). Is this a bug in the compiler, or am I doing something wrong?

*",VSadov,4979
4838,"Incorrect compiler output for code involving async, loop, switch.","Incorrect compiler output for code involving async, loop, switch. I've spotted an issue with compilation output from VS 2015 Enterprise (RTM version).

The following code involving async, loop and switch constructs causes  `ArgumentOutOfRangeException`",VSadov,5014
4839,Invalid compilation output for code involving async and switch,"Invalid compilation output for code involving async and switch I've spotted an issue with compilation output from VS 2015 Enterprise (RTM version).

The compiler generates invalid IL for the following code involving async and switch constructs.

**Cod",VSadov,5014
4857,Makes history navigation stop at top and bottom and and fixes several…,"Makes history navigation stop at top and bottom and and fixes several… … history navigation bugs. Fixes #4669 ",ManishJayaswal,4911
4959,Analyzer test tries to load xUnit into app domain when executed in 64 bit.,Analyzer test tries to load xUnit into app domain when executed in 64 bit. The unit test [`Microsoft.CodeAnalysis.UnitTests.AnalyzerFileReferenceTests.TestAnalyzerLoading_Error()`](http://source.roslyn.io/#Roslyn.Compilers.UnitTests/AnalyzerFileReferenceT,mavasani,7161
4960,work around a bug when running an analyzer test in 64-bit,"work around a bug when running an analyzer test in 64-bit This PR is to work around #4959 so we can have a passing 64-bit test run until the bug can be properly addressed.

FYI @amcasey @tannergooding",mavasani,7161
4993,In ICommandHandler<T> implementations ExecuteCommand should respect GetCommandState,"In ICommandHandler<T> implementations ExecuteCommand should respect GetCommandState For example, in `RenameCommandHandler`, which implements `ICommandHandler<RenameCommandArgs>`, `GetCommandState` will delegate to the next handler if `IDocumentSupportsSug",amcasey,5123
5107,Enable snippets in the Interactive window,"Enable snippets in the Interactive window ",amcasey,5123
5143,"Proposal: Make ""throw expression"" an expression form","Proposal: Make ""throw expression"" an expression form ### The spec has been moved

The spec for the proposed throw expression has been moved to https://github.com/dotnet/roslyn/blob/future/docs/features/patterns.md

Below is a snapshot that may be out",gafter,4882
5154,"Proposal: expression-based switch (""match"") for pattern matching","Proposal: expression-based switch (""match"") for pattern matching ### The spec has been moved

The spec for the proposed match expression has been moved to https://github.com/dotnet/roslyn/blob/future/docs/features/patterns.md

Below is a snapshot that",gafter,4882
5172,"Proposal: ""with"" expressions for record types","Proposal: ""with"" expressions for record types This is a proposed enhancement to the proposal for _records_ in #206.

A new expression form is proposed:

> _primary-expression_:
> &nbsp;&nbsp;&nbsp;&nbsp;_with-expression_:
> _with-expression_:
> &nb",gafter,4882
5607,"VB ""match closing parenthesis"" fails for some constructs (works for others)","VB ""match closing parenthesis"" fails for some constructs (works for others) ![matchclosingparenthesis](https://cloud.githubusercontent.com/assets/3316258/10220871/76d1e1e6-6818-11e5-86e8-cb7359d407af.gif)

Here's a minimal video repro. In all three line",balajikris,8184
5757,Notes on Records and Pattern Matching for 2015-10-07 design review,"Notes on Records and Pattern Matching for 2015-10-07 design review ### Records and Pattern Matching (https://github.com/dotnet/roslyn/issues/206)

Prototyped together last year by @semihokur, but that prototype is
based on very out-of-date Roslyn code.",gafter,4882
6183,Proposal: out var declaration,"Proposal: out var declaration This feature would allow a variable be declared at the same time that is it passed as an out parameter:

> _argument-value_:
> &nbsp;&nbsp;&nbsp;&nbsp;`out` _type_ _identifier_

A variable declared this way is read-only",gafter,4882
6366,VB: No compiler API to get built in-operator of AssignmentStatement,"VB: No compiler API to get built in-operator of AssignmentStatement While we can use `GetSymbolInfo` to retrieve the built-in operator used in an expression, we currently lack an API to retrieve the built-in operator used in a VB assignment statement. Thi",DustinCampbell,8390
6397,Consecutive keystrokes in Interactive Window should be a single undo action,"Consecutive keystrokes in Interactive Window should be a single undo action When typing in interactive window, each keystroke is a separate action called `Text Buffer Change` in undo/redo history. We expect consecutive keystroke as a single undo action ca",genlu,6995
6400,Proposal: Destructuring (assignment?) statement,"Proposal: Destructuring (assignment?) statement ### The spec has been moved

The spec for the proposed `let` statement has been moved to https://github.com/dotnet/roslyn/blob/future/docs/features/patterns.md

Below is a snapshot that may be out of dat",gafter,4882
6590,C# compiler erroneously allows declarations of abstract members in a struct,"C# compiler erroneously allows declarations of abstract members in a struct The following code compiles, but should  not:

```
struct Foo
{
    public abstract void Bar();
}

new Foo().Bar() //TypeLoadException at runtime: 'Abstract method in non-",leppie,7028
6616,Review usage of Compilation.References in Services wrt handling of submission chains and #r's,"Review usage of Compilation.References in Services wrt handling of submission chains and #r's E.g.

http://source.roslyn.io/#Microsoft.CodeAnalysis.Workspaces/FindSymbols/SymbolFinder_Declarations.cs,78d3c41c6670ddaa,references",amcasey,6860
6645,try formatting does not put { on new line,"try formatting does not put { on new line Automatic brace completion setting off. All new line settings default.

``` C#
try {
|
```

Type `}`. Actual:

``` C#
try {
}|
```

Expected:

``` C#
try
{
}|
```

like in Visual Studio 2013.",basoundr,8417
6657,AbstractSymbolDescriptionBuilder.GetSemanticModel doesn't handle trees from previous submissions,AbstractSymbolDescriptionBuilder.GetSemanticModel doesn't handle trees from previous submissions Previous submissions aren't returned by `Compilation.References` so this method (and others like it) will need to look in `Compilation.PreviousSubmission` exp,amcasey,6860
6766,Switch statement population should be available as a refactoring (not just as a snippet function),"Switch statement population should be available as a refactoring (not just as a snippet function) If you have the following in a method:

``` C#
System.ConsoleModifiers c = default(System.ConsoleModifiers);
```

And on the next line you type `switch",Hosch250,10160
6828,Compiler Extension broken on VS 2015 RTM,"Compiler Extension broken on VS 2015 RTM Can't find System.Collections.Immutable or System.Reflection.Metadata.",jasonmalinowski,6841
6829,Interactive Window is broken on VS 2015 RTM,"Interactive Window is broken on VS 2015 RTM Can't find System.IO.FileSystem.",jasonmalinowski,6841
6914,Rewrite copy/cut/paste/delete related operations in Interactive Window,"Rewrite copy/cut/paste/delete related operations in Interactive Window 1. Refactored the code related to following operations:
      `Copy, Cut, CutLine, Delete, DeleteLine, Paste, Return, Backspace, BreakLine, InsertCode`
   This fixes the behavior for",genlu,6995
7,Feature: Parameter Name Aliasing,"Feature: Parameter Name Aliasing The human meaning of parameters may vary from method caller's perspective.

It would be useful if the language provides an ability to assign aliases to the parameters.

``` C#
[Alias({second: [secondAndHalf, quarterTo",chsienki,37247
7017,Tidy Up after Cmd Line build and test.,"Tidy Up after Cmd Line build and test. `msbuild /v:m /m BuildAndTest.proj /p:PublicBuild=true /p:DeployExtension=false`

What can be done, so that this command cleans up after it has run.
I have 11 x `MSBuild.exe` and 12 x `VBCSCompiler.exe` still runn",jaredpar,7109
702,[Portable PDB] Update the Expression Compiler to consume the portable PDB format,"[Portable PDB] Update the Expression Compiler to consume the portable PDB format Phase 1: introduce an abstraction over the custom debug info.",tmat,8289
7026,Incorrect error message for virtual method/property/event in struct,"Incorrect error message for virtual method/property/event in struct ```
struct Foo {
    public virtual void Baz() { }
}
error CS0549: 'Foo.Baz()' is a new virtual member in sealed class 'Foo'
```

Should be:

```
error CS0106: The modifier 'vir",leppie,7028
7047,Do not allow any form of inline lambda to be ref/out,"Do not allow any form of inline lambda to be ref/out Fixes #6646. Specifically for `new Action<string>(ref b => b = ""hello"")` that is not for compat with legacy compiler. The case is handled correctly for strict mode. `new Action<string>(ref Foo)` is vali",leppie,7146
7065,Code Style: Analyzer + Code fix for requiring/prohibiting this/Me,"Code Style: Analyzer + Code fix for requiring/prohibiting this/Me We have an analyzer + code fix to support removing redundant uses, but we need options for what type of access it is (field/property/method/etc), and to require it.",brettfo,8435
7089,CS7038: Calling methods expecting ref/out delegate argument,"CS7038: Calling methods expecting ref/out delegate argument ```
using System;
class p
{
    static void Foo<T>(ref Func<T,T> a) { }
    static void Bar<T>(out Func<T, T> a) { a = null; }
    static void Main()
    {
        Foo<string>(x => x);",leppie,7146
7090,"""Encapsulate fields"" refactoring should consider personal code style","""Encapsulate fields"" refactoring should consider personal code style If I have this code:

``` csharp
public class Test
{
    protected readonly bool IsATest;
}
```

the refactoring generates the following code.

``` csharp
public class Test",brettfo,8435
7107,Unit tests should not be creating VBCSCompiler processes,"Unit tests should not be creating VBCSCompiler processes The VBCSCompiler process has a couple of traits that make it unsuitable for use in a unit test:
- It's long lived and detached from it's parent process.  This makes it difficult / nearly impossible",jaredpar,7109
7213,"Completion: list partial classes after ""partial class""","Completion: list partial classes after ""partial class"" ``` C#
namespace blah
{
    partial class $$
}
```

Would be nice to see a builder and a list of all the partial classes in my namespace.",lorcanmooney,12092
7289,Let users specify how/when their code styles will be applied.,"Let users specify how/when their code styles will be applied. If the user has certain code styles specified (e.g., qualify member access with this/Me) there are 4 (quite possibly more) distinct levels of enforcement that they may want applied.  Roughly in",brettfo,8435
7299,IOperation: Doesn't handle conversions of constant expressions,"IOperation: Doesn't handle conversions of constant expressions In this line:

```
private float f = 0.0;
```

... the `ConstantValue` property of the `IExpression` represented by the literal `0.0` is `null`. But in this line:

```
private double",AlekseyTs,22703
7540,"add options to require this/Me for fields, properties, methods, and events","add options to require this/Me for fields, properties, methods, and events This is a re-creation of PR #7296 to address feedback.  Since there are so many changes I opted to close the other PR and open a new one to preserve an easy comment history and ena",brettfo,8435
7660,VS2015.1: ArgumentOutOfRangeException while inline renaming in razor,"VS2015.1: ArgumentOutOfRangeException while inline renaming in razor With `Index.cshtml` looking like

``` cshtml
@using ArgumentOutOfRangeTest.Controllers
@model Some
@Html.GetTest().TestMethod(x =>
{
    x.SomeMethod(new { Controller = ""Test"", Ac",dpoeschl,16357
7768,Formatting of automatic properties in WPF and UWP apps,"Formatting of automatic properties in WPF and UWP apps Hi!

When I'm editing a WPF or UWP app in Visual Studio 2015, and I'm creating an automatic property in C#, I type something like: 

``` C#
public string Whatever {get
```

but when I type the",balajikris,8425
7812,New compiler switches need to be threaded through the project system for intellisense builds,"New compiler switches need to be threaded through the project system for intellisense builds Right now these flags are not being passed through to the IDE design time builds:
- /features
- /deterministic
- /pathmap
- /publicsign
- /pdb:portable

Is",jasonmalinowski,8362
7856,[Portable PDB] Expression evaluator doesn't pickup using statements when compiling using portable PDBs,"[Portable PDB] Expression evaluator doesn't pickup using statements when compiling using portable PDBs Repro steps:
1. Install build of update 2 with core debugger support for portable PDBs (you will need to get this from me at the moment)
2. Write a li",tmat,8289
7916,Remove support for inferring the return type of a local function.,"Remove support for inferring the return type of a local function. Fixes #7832 

@dotnet/roslyn-compiler Please review.",agocke,12015
8228,Autocomplete forces new line,"Autocomplete forces new line Forgot to file this separately (#2837)...

Update 1 RTM (24720), relevant settings:
C# > Formatting > Wrapping > Leave block on single line  on  (on by default)
C# > Automatic brace completion  off  (newly on by default)",balajikris,8425
8381,VB.NET: Short fields are ignored in IDE0003 code fix,"VB.NET: Short fields are ignored in IDE0003 code fix The VB.NET IDE editor does not provide IDE0003 (Name can be simplified) code fix for fields or properties declared as Short (System.Int16).

``` vb
Class Class1
    Private field1 As Short
    Priv",DustinCampbell,8390
8413,Formatting on close brace doesn't format do/while block,"Formatting on close brace doesn't format do/while block This issue is similar to #6645",basoundr,8417
8437,"[PR Available] Ref returns/locals: Change Signature - ""ref"" not shown in updated signature preview","[PR Available] Ref returns/locals: Change Signature - ""ref"" not shown in updated signature preview ![image](https://cloud.githubusercontent.com/assets/235241/12863164/af07f38e-cc27-11e5-86f1-6c8d8a9a39d9.png)",dpoeschl,10053
8781,IOperation: VB - BoundCall.ByRefArgument always reported as positional,"IOperation: VB - BoundCall.ByRefArgument always reported as positional The argument can be named as well.

```
            Public Overrides ReadOnly Property ArgumentKind As ArgumentKind
                Get
                    ' Do the VB bound trees",genlu,18494
8786,IOperation: What is the value of ParamArray arguments?,"IOperation: What is the value of ParamArray arguments? Given the following API definition:

```
    /// <summary>
    /// Kinds of arguments.
    /// </summary>
    public enum ArgumentKind
    {
        None = 0x0,

        /// <summary>",genlu,18494
8813,"IOperation: A proposal to change design around IHasArgumentsExpression, IInvocationExpression and IArgument interfaces.","IOperation: A proposal to change design around IHasArgumentsExpression, IInvocationExpression and IArgument interfaces. **Exposing the set of arguments**

Currently we have two APIs that are supposed to expose arguments and every implementer has to impl",genlu,18494
8814,The scope of a pattern variable in a catch filter should include the catch block,"The scope of a pattern variable in a catch filter should include the catch block Implement pattern variables in a catch filter, whose scope should include the catch block. For example

``` cs
catch (MyException ex) when (ex.Obj is int i && i == 3) {",AlekseyTs,10136
8817,Scope of pattern variables declared in statements,"Scope of pattern variables declared in statements We should have tests to ensure correct scoping of pattern variables appearing in statements.

For a `let` statement, variables appearing in the statement's _pattern_ are scoped to the enclosing block.
",AlekseyTs,10136
9530,PatternVariableFinder is lacking explicit visibility modifier,"PatternVariableFinder is lacking explicit visibility modifier ",gafter,10050
9531,PatternVariableFinder doesn't follow style conventions for field names,"PatternVariableFinder doesn't follow style conventions for field names Should also check other new fields introduced by/for Pattern Matching implementation.",gafter,10050
9960,Inline Rename unusable under Narrator,"Inline Rename unusable under Narrator 1. No indication that Inline Rename has started
2. No indication that Inline Rename has been cancelled or completed
3. No way to focus the Dashboard & read options",dpoeschl,16381
